Phylum,Comparison,OddsRatio,P_Value,Adjusted_P_Value
unknown,MiSeq_Unique_vs_Both,0,1,1
unknown,AVITI_Unique_vs_Both,0.692300742494942,0.375808744084555,1
Annelida,MiSeq_Unique_vs_Both,0,1,1
Apicomplexa,MiSeq_Unique_vs_Both,0,1,1
Chordata,MiSeq_Unique_vs_Both,0,1,1
Chordata,AVITI_Unique_vs_Both,1.56230235453795,0.238108078274131,1
Echinodermata,MiSeq_Unique_vs_Both,0,1,1
Echinodermata,AVITI_Unique_vs_Both,0.994059322130427,1,1
Choanozoa,MiSeq_Unique_vs_Both,0,1,1
Choanozoa,AVITI_Unique_vs_Both,Inf,0.334653465346535,1
Oomycota,MiSeq_Unique_vs_Both,0,1,1
Oomycota,AVITI_Unique_vs_Both,3.99996315224817,0.260581724176394,1
Dinophyceae,MiSeq_Unique_vs_Both,0,0.359979524749419,1
Bigyra,MiSeq_Unique_vs_Both,0,1,1
Bigyra,AVITI_Unique_vs_Both,1.60329345392147,0.491040631552113,1
Rotifera,MiSeq_Unique_vs_Both,0,1,1
Rotifera,AVITI_Unique_vs_Both,1.9970952347721,0.604557238374547,1
Retaria,MiSeq_Unique_vs_Both,0,1,1
Retaria,AVITI_Unique_vs_Both,0.993801018230665,1,1
Bacillariophyta,MiSeq_Unique_vs_Both,0,0.602890192267709,1
Chlorophyta,MiSeq_Unique_vs_Both,0,1,1
Chlorophyta,AVITI_Unique_vs_Both,1.10749174510934,1,1
Haptophyta,MiSeq_Unique_vs_Both,0,1,1
Haptophyta,AVITI_Unique_vs_Both,0.435736388967081,0.349986087028827,1
Ciliophora,MiSeq_Unique_vs_Both,0,1,1
Ciliophora,AVITI_Unique_vs_Both,0.897833105941819,0.848835905404007,1
Porifera,MiSeq_Unique_vs_Both,0,1,1
Bryozoa,MiSeq_Unique_vs_Both,0,1,1
Bryozoa,AVITI_Unique_vs_Both,0.994059322130427,1,1
Nematoda,MiSeq_Unique_vs_Both,0,1,1
Nematoda,AVITI_Unique_vs_Both,Inf,0.334653465346535,1
Cercozoa,MiSeq_Unique_vs_Both,0,1,1
Cercozoa,AVITI_Unique_vs_Both,0.539208766576482,0.264420864386069,1
Ochrophyta,MiSeq_Unique_vs_Both,0,1,1
Ochrophyta,AVITI_Unique_vs_Both,0.790629157747998,0.782239233686235,1
Streptophyta,MiSeq_Unique_vs_Both,0,1,1
Cryptista,MiSeq_Unique_vs_Both,0,1,1
Cryptista,AVITI_Unique_vs_Both,0.657133508521762,0.75869017978667,1
Basidiomycota,MiSeq_Unique_vs_Both,0,1,1
Mucoromycota,MiSeq_Unique_vs_Both,0,1,1
Mucoromycota,AVITI_Unique_vs_Both,Inf,0.334653465346535,1
Zoopagomycota,MiSeq_Unique_vs_Both,0,1,1
Zoopagomycota,AVITI_Unique_vs_Both,Inf,0.334653465346535,1
Xenacoelomorpha,MiSeq_Unique_vs_Both,0,1,1
Sulcozoa,MiSeq_Unique_vs_Both,0,1,1
Sulcozoa,AVITI_Unique_vs_Both,Inf,0.334653465346535,1
Choanoflagellata,MiSeq_Unique_vs_Both,0,1,1
Choanoflagellata,AVITI_Unique_vs_Both,0,0.174187646006726,1
Platyhelminthes,MiSeq_Unique_vs_Both,0,1,1
Platyhelminthes,AVITI_Unique_vs_Both,0,0.554238922898254,1
Ctenophora,MiSeq_Unique_vs_Both,0,1,1
Ctenophora,AVITI_Unique_vs_Both,0,0.554238922898254,1
Mollusca,MiSeq_Unique_vs_Both,0,1,1
Mollusca,AVITI_Unique_vs_Both,0,1,1
Fornicata,MiSeq_Unique_vs_Both,0,1,1
Fornicata,AVITI_Unique_vs_Both,0,1,1
Haptista,MiSeq_Unique_vs_Both,0,1,1
Haptista,AVITI_Unique_vs_Both,0,1,1
Endomyxa,MiSeq_Unique_vs_Both,0,1,1
Endomyxa,AVITI_Unique_vs_Both,0,1,1
Chaetognatha,MiSeq_Unique_vs_Both,0,1,1
Chaetognatha,AVITI_Unique_vs_Both,0,0.553795379537954,1
Picozoa,MiSeq_Unique_vs_Both,0,1,1
Picozoa,AVITI_Unique_vs_Both,0,1,1
Prasinodermophyta,MiSeq_Unique_vs_Both,0,1,1
Prasinodermophyta,AVITI_Unique_vs_Both,0,1,1
Chytridiomycota,MiSeq_Unique_vs_Both,0,1,1
Chytridiomycota,AVITI_Unique_vs_Both,0,1,1
