Phylum,Comparison,OddsRatio,P_Value,Adjusted_P_Value
Rhodophyta,MiSeq_Unique_vs_Both,5.81142559176515,0.200342920639909,0.391145702201726
Chlorophyta,AVITI_Unique_vs_Both,1.1749377525221,0.208025373256689,0.396699549001128
Tubulinea,AVITI_Unique_vs_Both,2.91125383471288,0.219426384130939,0.408930988607659
Ctenophora,AVITI_Unique_vs_Both,0.51680720909978,0.225896215796415,0.411633104340134
Mollusca,MiSeq_Unique_vs_Both,4.35854146126507,0.243830436186936,0.434654255811495
Choanoflagellata,MiSeq_Unique_vs_Both,0,0.258979253352814,0.451836144147462
Choanoflagellata,AVITI_Unique_vs_Both,0.782717749880109,0.336526206129542,0.574898935471301
Bacillariophyta,AVITI_Unique_vs_Both,0.916321068900507,0.348747166781243,0.583274527596691
Streptophyta,AVITI_Unique_vs_Both,1.38677188848928,0.35565519975408,0.583274527596691
Perkinsozoa,AVITI_Unique_vs_Both,1.94053915430997,0.386655666400063,0.621681659702063
Oomycota,AVITI_Unique_vs_Both,0.780537535598445,0.398932056250299,0.629085165625471
Annelida,AVITI_Unique_vs_Both,0.856956311082781,0.413552134760016,0.639835378307949
Apicomplexa,MiSeq_Unique_vs_Both,1.74680689134686,0.423145630308671,0.642554475653908
Cercozoa,AVITI_Unique_vs_Both,0.928971513031386,0.481289366468971,0.717558691826466
Haptista,AVITI_Unique_vs_Both,0.710871671809894,0.504029056508087,0.725094432169528
Hemichordata,AVITI_Unique_vs_Both,2.26382184338506,0.497125819424334,0.725094432169528
Prasinodermophyta,AVITI_Unique_vs_Both,0.646385913312937,0.527896712463248,0.746336731413557
Cnidaria,MiSeq_Unique_vs_Both,1.26878108567894,0.561382271607195,0.776188870525927
Streptophyta,MiSeq_Unique_vs_Both,1.24360608460668,0.567943075994581,0.776188870525927
Nemertea,AVITI_Unique_vs_Both,0.807985932153342,0.638494601344073,0.85830421820023
Oomycota,MiSeq_Unique_vs_Both,1.45273845827392,0.650041470700187,0.859732267700247
Annelida,MiSeq_Unique_vs_Both,0.630481807857996,0.769140465499271,0.927492914278533
Chordata,MiSeq_Unique_vs_Both,1.06597831843404,0.759903385057756,0.927492914278533
Dinophyceae,AVITI_Unique_vs_Both,0.986545888253978,0.715624204260853,0.927492914278533
Retaria,AVITI_Unique_vs_Both,0.968859846905882,0.766157930192592,0.927492914278533
Rhodophyta,AVITI_Unique_vs_Both,1.50898507186923,0.749370952445278,0.927492914278533
Rotifera,AVITI_Unique_vs_Both,0.80809677107965,0.74471641299069,0.927492914278533
Ochrophyta,MiSeq_Unique_vs_Both,1.07523516014316,0.809370229767642,0.961860273057198
Bacillariophyta,MiSeq_Unique_vs_Both,0.936093619371103,1,1
Bigyra,MiSeq_Unique_vs_Both,0.83400825740907,1,1
Cercozoa,MiSeq_Unique_vs_Both,0.891878883289359,0.869304046845468,1
Chaetognatha,MiSeq_Unique_vs_Both,0,1,1
Chaetognatha,AVITI_Unique_vs_Both,1.03451151617397,1,1
Chytridiomycota,AVITI_Unique_vs_Both,0.923560261598427,1,1
Ctenophora,MiSeq_Unique_vs_Both,0,1,1
Haptista,MiSeq_Unique_vs_Both,0,1,1
Mucoromycota,MiSeq_Unique_vs_Both,0,1,1
Mucoromycota,AVITI_Unique_vs_Both,1.01602651495966,1,1
Perkinsozoa,MiSeq_Unique_vs_Both,0,1,1
Prasinodermophyta,MiSeq_Unique_vs_Both,0,1,1
Rotifera,MiSeq_Unique_vs_Both,0,1,1
